2020081722001447411441165584	,228658122444        	,2020-08-17 10:14:38 ,2020-08-17 10:14:39 ,2020-08-17 10:14:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.70    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081722001447411441457659	,85cb6048538646faad6dd9debd787b01	,2020-08-17 10:11:50 ,2020-08-17 10:11:51 ,2020-08-17 10:11:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.87   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200817355974952411 	,                    	,2020-08-17 02:24:30 ,                    ,2020-08-17 02:24:30 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.16-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020081622001447411441393668	,11210600720081680001046989918	,2020-08-16 21:41:11 ,2020-08-16 21:41:11 ,2020-08-16 21:41:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,邻里便利(国伟路店)          ,45.19   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081622001447411441246059	,20200816040752156541461	,2020-08-16 18:06:52 ,2020-08-16 18:06:53 ,2020-08-16 18:06:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,充电宝                 ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081622001447411441194255	,20081610100000000003429848449457	,2020-08-16 18:02:56 ,2020-08-16 18:02:56 ,2020-08-16 18:02:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团点评            ,大众点评订单-20081610100000000003429848449457,196.70  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081622001447411441246034	,AFPHZ10251597557273864158002	,2020-08-16 13:54:37 ,2020-08-16 13:54:38 ,2020-08-16 13:54:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(上虞高铁站餐厅)    ,KFC_PREAFPHZ10251597557273864158002,34.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200816009130125000410016149852	,20200816200040011100020084835656	,2020-08-16 11:57:31 ,2020-08-16 11:57:31 ,2020-08-16 11:57:31 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,2300.00 ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200816200040011100020084835656	,                    	,2020-08-16 11:57:15 ,2020-08-16 11:57:30 ,2020-08-16 11:57:30 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,2300.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020081622001147411440996006	,T200P1181708160686833850	,2020-08-16 11:29:55 ,2020-08-16 11:30:02 ,2020-08-17 12:24:19 ,淘宝        ,支付宝担保交易         ,pandora潘多拉官方旗舰店 ,Pandora潘多拉实付满2180加1元换购手链/手链绳【单拍不发货】 等多件,2255.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200816009130193000410016133473	,20200816009360020000410004340308	,2020-08-16 09:29:27 ,2020-08-16 09:29:29 ,2020-08-16 09:29:29 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081622001447411440817362	,20081630426767153811	,2020-08-16 09:29:25 ,2020-08-16 09:29:25 ,2020-08-16 09:29:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,淮南牛肉汤(百官广场店)外卖订单    ,13.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200816350209648411 	,                    	,2020-08-16 02:35:40 ,                    ,2020-08-16 02:35:40 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.15-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200815009130193000410015580845	,20200815009360020000410003931825	,2020-08-15 16:37:43 ,2020-08-15 16:37:46 ,2020-08-15 16:37:46 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081522001447411440796647	,20081530426356671311	,2020-08-15 16:37:39 ,2020-08-15 16:37:39 ,2020-08-15 16:37:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,火星炸货铺(绍兴上虞店)外卖订单    ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200815009130193000410015177499	,20200815009360020000410003774271	,2020-08-15 11:43:38 ,2020-08-15 11:43:41 ,2020-08-15 11:43:41 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081522001447411440295809	,M20200815279467999  	,2020-08-15 11:43:35 ,2020-08-15 11:43:35 ,2020-08-15 11:43:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路网络有限公司      ,火车票                 ,276.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200815009130193000410014956797	,20200815009360020000410003807015	,2020-08-15 11:19:35 ,2020-08-15 11:19:37 ,2020-08-15 11:19:37 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081522001147411440792424	,T200P1180618625540833850	,2020-08-15 11:19:27 ,2020-08-15 11:19:34 ,2020-08-16 19:56:49 ,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙大力水手联名 夏季新款单肩斜挎包87/88/89,88.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081522001147411440283518	,T200P1180618113415833850	,2020-08-15 11:18:43 ,                    ,2020-08-15 11:20:19 ,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙大力水手联名 夏季新款单肩斜挎包87/88/89,88.00   ,        ,交易关闭    ,0.00     ,0.00     ,                    ,         ,
20200815348476846411 	,                    	,2020-08-15 02:07:19 ,                    ,2020-08-15 02:07:19 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.14-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200814009130193000410014864255	,20200814009360020000410003503479	,2020-08-14 20:11:47 ,2020-08-14 20:11:49 ,2020-08-14 20:11:49 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081422001447411440166001	,21P2088721085226061W03_20200814201104854351	,2020-08-14 20:11:45 ,2020-08-14 20:11:46 ,2020-08-14 20:11:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,益丰大药房连锁股份有限公司   ,二维码支付               ,42.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200814337456299411 	,                    	,2020-08-14 02:33:35 ,                    ,2020-08-14 02:33:35 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.13-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200813009130193000410013829798	,20200813009360020000410002964453	,2020-08-13 23:11:36 ,2020-08-13 23:11:38 ,2020-08-13 23:11:38 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081322001447411439238561	,20081370072314799107	,2020-08-13 23:11:31 ,2020-08-13 23:11:31 ,2020-08-13 23:11:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,21.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200813009130193000410014034971	,20200813009360020000410002952241	,2020-08-13 22:27:59 ,2020-08-13 22:28:01 ,2020-08-13 22:28:01 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081322001447411439285995	,11220600720081383617309989918	,2020-08-13 22:27:55 ,2020-08-13 22:27:55 ,2020-08-13 22:27:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,益丰大药房(国和路店)         ,38.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200813009130193000410013161253	,20200813009360020000410002509384	,2020-08-13 09:59:25 ,2020-08-13 09:59:27 ,2020-08-13 09:59:28 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081322001447411438108418	,20081370071542096407	,2020-08-13 09:59:21 ,2020-08-13 09:59:21 ,2020-08-13 09:59:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,淮南牛肉汤香酥牛肉煎包(国和路店)外卖订单,27.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200813114886624105 	,202008131002300004410002444277-NORMAL_BUY	,2020-08-13 09:08:04 ,2020-08-13 09:08:11 ,2020-08-13 09:08:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,平安养老保险股份有限公司    ,理财买入-平安养老富享安悦366    ,5000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200812009130193000410012419199	,20200812009360020000410001926815	,2020-08-12 10:01:44 ,2020-08-12 10:01:47 ,2020-08-12 10:01:47 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081222001447411438055733	,227841871644        	,2020-08-12 10:01:42 ,2020-08-12 10:01:43 ,2020-08-12 10:01:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,8.40    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200812009130193000410012397212	,20200812009360020000410001886586	,2020-08-12 09:58:35 ,2020-08-12 09:58:38 ,2020-08-12 09:58:38 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081222001447411437120556	,b93fae0b8057463f9de7a9ee16fc8458	,2020-08-12 09:58:32 ,2020-08-12 09:58:32 ,2020-08-12 09:58:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,25.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081222001147411437660377_1174322752742833850	,T200P1174322752742833850	,2020-08-12 00:25:26 ,                    ,2020-08-12 00:25:26 ,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,退款-TYAKASHA塔卡沙马戏团系列 2020春季新款基础款宽松短袖T恤男女,127.81  ,收入      ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
20200812009130193000410012090545	,20200812009360020000410001768780	,2020-08-12 00:25:16 ,2020-08-12 00:25:19 ,2020-08-12 00:25:19 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200812009130193000410012099859	,20200812009360020000410001774048	,2020-08-12 00:25:12 ,2020-08-12 00:25:14 ,2020-08-12 00:25:14 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200812009130193000410012274511	,20200812009360020000410001809323	,2020-08-12 00:25:12 ,2020-08-12 00:25:14 ,2020-08-12 00:25:14 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081222001147411437567909	,T200P1174322752743833850	,2020-08-12 00:25:04 ,2020-08-12 00:25:11 ,2020-08-16 19:47:19 ,淘宝        ,支付宝担保交易         ,南极人官方旗舰店        ,【风尚价】南极人内裤男冰丝夏季薄款透气四角裤石墨烯抗菌运动无痕平角裤FD 等多件,84.84   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081222001147411437618968	,T200P1174322752746833850	,2020-08-12 00:25:04 ,2020-08-12 00:25:12 ,2020-08-16 19:50:21 ,淘宝        ,支付宝担保交易         ,回力江渚专卖店         ,回力小白鞋女帆布鞋女秋季松糕厚底女鞋韩版街拍学生系带板鞋,52.66   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081222001147411437660377	,T200P1174322752742833850	,2020-08-12 00:25:04 ,2020-08-12 00:25:11 ,2020-08-12 00:25:26 ,淘宝        ,支付宝担保交易         ,tyakasha官方旗舰店   ,TYAKASHA塔卡沙马戏团系列 2020春季新款基础款宽松短袖T恤男女,127.81  ,支出      ,交易关闭    ,0.00     ,0.00     ,                    ,已支出      ,
20200811009130193000410012060830	,20200811009360020000410001761449	,2020-08-11 23:11:57 ,2020-08-11 23:11:59 ,2020-08-11 23:11:59 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081122001447411436406203	,c6fca1ea78df4d68a2ca567b11e95e54	,2020-08-11 22:52:36 ,2020-08-11 22:52:37 ,2020-08-11 22:52:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,18.75   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200811009130193000410011424979	,20200811009360020000410001323834	,2020-08-11 09:42:01 ,2020-08-11 09:42:03 ,2020-08-11 09:42:03 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081122001447411437100435	,d831164165f343d4bbf646e21217eee2	,2020-08-11 09:41:58 ,2020-08-11 09:41:59 ,2020-08-11 09:41:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,22.42   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200811009130193000410011428724	,20200811009360020000410001284118	,2020-08-11 08:00:04 ,2020-08-11 08:00:06 ,2020-08-11 08:00:06 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081122001447411437031097	,V2008620201596887529080625	,2020-08-11 08:00:00 ,2020-08-11 08:00:01 ,2020-08-11 08:00:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蜂巢科技            ,租借金额大于99，则扣除押金      ,99.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200810009130193000410011197273	,20200810009360020000410001129873	,2020-08-10 22:04:03 ,2020-08-10 22:04:06 ,2020-08-10 22:04:06 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200810200040011100410067741654	,                    	,2020-08-10 21:34:26 ,2020-08-10 21:34:32 ,2020-08-10 21:34:32 ,支付宝网站     ,即时到账交易          ,装富有(庄宜成)        ,转账                  ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2020081029020841410104881448	,                    	,2020-08-10 21:33:58 ,2020-08-10 21:33:58 ,2020-08-10 21:33:58 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2020年08月账单   ,1241.92 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200810009130193000410010791721	,20200810009360020000410001097471	,2020-08-10 21:31:22 ,2020-08-10 21:31:24 ,2020-08-10 21:31:24 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020081022001447411436071628	,cc7ee87127b64e0b88839f94138a3783	,2020-08-10 21:09:37 ,2020-08-10 21:09:40 ,2020-08-10 21:09:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,19.13   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081022001447411437033949	,SXA1O100918775066   	,2020-08-10 20:40:42 ,2020-08-10 20:40:42 ,2020-08-10 20:40:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020081022001447411436071385	,227449979444        	,2020-08-10 09:42:04 ,2020-08-10 09:42:05 ,2020-08-10 09:42:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,9.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080922001447411435338835	,210_202008096840040401851009	,2020-08-09 16:37:43 ,2020-08-09 16:37:44 ,2020-08-09 16:37:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-周师傅            ,28.67   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080922001447411435208397	,210_202008096840000001605253	,2020-08-09 16:14:38 ,2020-08-09 16:14:41 ,2020-08-09 16:14:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-曾师傅            ,41.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200809009130125000410009672963	,20200809200040011100020079827335	,2020-08-09 16:14:33 ,2020-08-09 16:14:33 ,2020-08-09 16:14:33 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,100.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200809200040011100020079827335	,                    	,2020-08-09 16:14:29 ,2020-08-09 16:14:32 ,2020-08-09 16:14:32 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,100.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020080922001147411435505225	,T200P1170246083420833850	,2020-08-09 11:04:15 ,2020-08-09 11:04:20 ,2020-08-12 12:21:34 ,淘宝        ,支付宝担保交易         ,醉清风旗舰店          ,性感情趣内衣超骚大码女仆制服床上诱惑衣服火辣服装激情套装女骚,37.83   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080822001447411435646359	,AFPSH10841596895290765012271	,2020-08-08 22:01:47 ,2020-08-08 22:01:47 ,2020-08-08 22:01:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,肯德基(青浦绿地缤纷)     ,KFC_PREAFPSH10841596895290765012271,17.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200808200040011100410066254464	,                    	,2020-08-08 21:46:44 ,2020-08-08 21:46:48 ,2020-08-08 21:46:48 ,支付宝网站     ,即时到账交易          ,大玥仔(周玥)         ,转账                  ,73.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20200808074999824105 	,V220201596887529080624	,2020-08-08 19:52:09 ,2020-08-08 19:52:14 ,2020-08-08 19:52:09 ,其他（包括阿里巴巴和外部商家）,预订交易            ,蜂巢科技            ,资金授权                ,0.00    ,        ,信用服务使用成功,0.00     ,0.00     ,                    ,冻结       ,
2020080822001447411434995687	,210_202008086838271301229188	,2020-08-08 17:19:31 ,2020-08-08 17:19:31 ,2020-08-08 17:19:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-张师傅            ,28.73   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200808009130101000410008309494	,20200808009130501000410034693015	,2020-08-08 01:11:26 ,2020-08-08 01:11:26 ,2020-08-08 01:11:26 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-自动转入            ,142.99  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200808009130194000410007982985	,20200808001100121100414793147128	,2020-08-08 00:10:20 ,2020-08-08 00:10:20 ,2020-08-08 00:10:20 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88    ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020080822001447411434436674	,210_202008086837106801877408	,2020-08-08 00:10:16 ,2020-08-08 00:10:16 ,2020-08-08 00:10:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-凌师傅            ,34.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200807200040011100410065618475	,                    	,2020-08-07 23:47:35 ,2020-08-07 23:48:04 ,2020-08-07 23:48:05 ,支付宝网站     ,即时到账交易          ,大玥仔(周玥)         ,转账                  ,62.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20200807009130125000410008321997	,20200807200040011100020078656074	,2020-08-07 23:28:17 ,2020-08-07 23:28:17 ,2020-08-07 23:28:18 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,100.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200807200040011100020078656074	,                    	,2020-08-07 23:28:14 ,2020-08-07 23:28:17 ,2020-08-07 23:28:17 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,100.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020080722001447411434363801	,20200807040609112741461	,2020-08-07 19:52:31 ,2020-08-07 19:52:32 ,2020-08-07 19:52:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,街电充电宝               ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080722001447411434310150	,20200807040605748841461	,2020-08-07 17:49:06 ,2020-08-07 17:49:07 ,2020-08-07 17:49:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,小电充电宝               ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200807200040011100410065334956	,                    	,2020-08-07 17:15:01 ,2020-08-07 17:15:09 ,2020-08-07 17:16:23 ,支付宝网站     ,即时到账交易          ,龚慧珏             ,转账到银行卡-转账           ,50.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200807009130200010410076203470	,LC2020080717143620889023400474186256	,2020-08-07 17:14:36 ,2020-08-07 17:14:36 ,2020-08-07 17:14:36 ,支付宝网站     ,即时到账交易          ,龚慧珏             ,余额宝-转出到余额           ,201.87  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200807009130125000410007581034	,20200807200040011100020078318666	,2020-08-07 16:29:17 ,2020-08-07 16:29:17 ,2020-08-07 16:29:18 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,200.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200807200040011100020078318666	,                    	,2020-08-07 16:29:14 ,2020-08-07 16:29:17 ,2020-08-07 16:29:17 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,200.00  ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
20200807009130125000410007349485	,20200807200040011100020078248396	,2020-08-07 15:01:12 ,2020-08-07 15:01:12 ,2020-08-07 15:01:12 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,18.00   ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20200807200040011100020078248396	,                    	,2020-08-07 15:01:08 ,2020-08-07 15:01:11 ,2020-08-07 15:01:11 ,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,18.00   ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2020080722001147411433965504	,T150P1166908355414833850	,2020-08-07 14:59:35 ,2020-08-07 15:01:53 ,2020-08-07 15:01:54 ,淘宝        ,支付宝担保交易         ,淘票票-电影票         ,《1917》苏宁尊享影城（青浦店）电影票,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080722001447411433514584	,227007832644        	,2020-08-07 09:41:54 ,2020-08-07 09:41:54 ,2020-08-07 09:41:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,12.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080722001447411433605067	,cbb19a65e06847ffbfc7f001e30ab289	,2020-08-07 09:38:53 ,2020-08-07 09:38:53 ,2020-08-07 09:38:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,20.43   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20200807396590692411 	,                    	,2020-08-07 05:23:17 ,                    ,2020-08-07 05:23:17 ,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.08.06-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020080622001447411433967357	,210_202008066835346501221950	,2020-08-06 21:04:09 ,2020-08-06 21:04:10 ,2020-08-06 21:04:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-潘师傅            ,15.97   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080622001447411433923059	,20080670066090256407	,2020-08-06 21:00:05 ,2020-08-06 21:00:05 ,2020-08-06 21:00:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,安徽料理外卖订单            ,22.61   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080622001447411433334787	,226898446944        	,2020-08-06 17:06:23 ,2020-08-06 17:06:23 ,2020-08-06 17:06:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,16.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080622001447411432844428	,226823257544        	,2020-08-06 09:41:56 ,2020-08-06 09:41:56 ,2020-08-06 09:41:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6.70    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020080622001447411433076132	,20080670065485393007	,2020-08-06 08:40:38 ,2020-08-06 08:40:38 ,2020-08-06 08:40:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,山东杂粮煎饼北京软鸡蛋饼外卖订单    ,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
